3,2,100,16,100,21.76086957,30.16,4.762616255,1031.016024,1.1,74.55,4.7
1,1,100,16,57,23.4805,45.2,1.934146337,1023.778803,1.2,72.31,2.3085
3,4,100,16,270,37.125,28.86,2.01726751,1086.672061,0.9,71.61,11.34
2,4,100,16,22,3.912333333,33.9,4.763275319,1013.718587,1.1,77.42,0.88
4,1,100,16,179,43.81025,22.44,0.754416927,1098.88766,0.9,72.03,6.981
2,2,100,16,141,32.70586957,32.4,0.4734366,1002.27297,1,64.54,6.4155
2,2,100,16,90,21.30652174,29.7,0.896263323,984.0398784,1.2,71.4,5.085
4,1,100,16,123,37.54575,24.64,4.58943685,1005.425516,1,66.43,5.1045
1,3,100,16,79,12.71314815,41.2,3.550361302,1078.106393,1.1,68.88,4.108
3,3,100,16,14,2.367037037,30.42,1.895202989,1077.555219,1.1,69.72,0.532
3,3,100,16,159,36.27555556,30.42,4.654301725,1049.594596,0.9,65.03,7.0755
3,4,100,16,208,28.6,26.26,1.451821257,974.6107031,1,77,11.648
2,2,100,16,144,31.33565217,29.7,4.56985281,1006.046064,1,75.32,7.056
2,1,100,16,209,49.4285,35.1,0.659980491,1067.725734,1,68.81,11.5995
2,3,100,16,39,9.533333333,30.9,1.101214637,969.3660334,1.1,64.61,1.989
4,1,100,16,184,47.058,25.3,2.634868625,1038.98022,1.1,72.31,8.556
1,3,100,16,64,14.73185185,42.4,1.311452119,1074.936764,1.1,70,2.752
1,2,100,16,42,9.742173913,43.2,2.277053035,1065.967124,1,79.1,2.1
2,3,100,16,126,20.79,34.5,3.480460302,1011.151333,1.1,65.66,5.481
2,4,100,16,180,25.74,33.3,2.081091294,1084.643233,0.9,79.73,7.2
3,4,100,16,120,21.56,27.56,0.471953974,1070.231553,1,68.32,5.64
2,2,100,16,108,28.15043478,31.2,0.269366881,1038.595508,1,80.64,4.59
1,4,100,16,75,11,46.8,4.225505803,990.7821191,0.9,67.55,4.0125
2,1,100,16,154,44.4675,30.9,3.768641043,1079.97612,1,74.13,7.546
3,3,100,16,296,56.07555556,30.68,3.03336179,1026.63888,1.1,63.42,14.06
2,2,100,16,263,56.60217391,32.7,0.390584014,1069.982417,0.9,78.33,11.9665
3,4,100,16,152,22.85066667,30.94,2.887027568,1088.372238,0.9,75.04,5.928
2,3,100,16,158,29.93222222,30.3,2.167880716,990.2709381,1.1,77.56,9.085
1,4,100,16,78,13.585,41.2,0.777075204,981.917212,1,71.19,3.198
1,4,100,16,268,40.78066667,42.8,3.797183371,983.3046426,0.9,73.08,15.276
2,4,100,16,5,0.815833333,29.7,4.18022696,1035.133041,1,72.03,0.2275
2,3,100,16,58,10.39703704,33.3,0.074130864,1106.040077,1.1,67.97,2.842
2,3,100,16,30,5.622222222,32.1,2.390971635,997.1571581,1.1,78.68,1.335
4,1,100,16,218,56.9525,23.98,0.676695296,1011.480343,1,76.65,11.227
3,1,100,16,262,75.6525,28.6,0.971051569,959.8788614,1.2,68.18,13.624
2,4,100,16,181,33.18333333,35.1,3.028116517,991.4087978,1,76.44,9.6835
2,4,100,16,169,26.9555,35.4,1.526149048,984.6388105,1,69.72,8.788
3,1,100,16,81,22.05225,26.52,2.220126653,993.5204609,1.1,77,4.617
1,1,100,16,22,15.445,41.2,3.502868076,1039.557689,1.1,72.17,0.858
2,3,100,16,206,49.5162963,31.2,1.535392659,1015.446442,1,79.03,9.064
1,1,100,16,68,30.57,46.8,0.902166526,1030.80185,1.1,78.96,3.672
3,1,100,16,210,64.1025,30.16,4.065383991,991.4676649,0.9,70.84,8.19
1,1,100,16,6,11.782,42.8,2.585326887,969.6950385,1,64.96,0.342
2,2,100,16,173,38.06,35.4,1.80420168,970.9856378,1.1,67.55,9.9475
2,3,100,16,138,27.54888889,30.9,3.129356999,1096.867018,1,77.56,7.521
1,3,100,16,66,14.25111111,43.6,1.252995873,1076.711714,1.1,70.77,2.772
2,4,100,16,148,27.40466667,34.2,4.41892465,963.4083535,1.1,70.7,6.364
2,2,100,16,2,0.502173913,35.1,1.847877067,977.6808218,1,68.11,0.089
3,2,100,16,85,19.71630435,27.82,2.372892737,1069.261517,1,81.9,3.1875
1,4,100,16,270,48.015,47.6,2.445090139,1065.340738,0.9,73.43,15.525
3,2,100,16,175,42.26630435,27.3,2.662494978,1075.074093,1.2,66.22,8.6625
1,3,100,16,55,9.075,42,0.028879572,1029.749955,0.9,80.22,2.7775
4,2,100,16,21,5.323043478,23.1,0.931104029,1083.467806,0.9,80.08,1.092
3,2,100,16,233,58.50326087,29.64,2.127471353,1079.791127,1.1,81.97,11.65
4,1,100,16,278,87.9175,21.78,0.17758027,958.2891368,1,70.14,15.012
3,3,100,16,71,13.1612963,29.12,1.279962209,958.5881458,0.9,83.02,2.982
3,3,100,16,190,38.31666667,25.74,1.029023785,962.3665207,1,81.13,8.455
4,1,100,16,258,80.883,22.88,3.83345041,1058.694176,0.9,65.73,10.062
1,3,100,16,50,12.12037037,42.8,4.477651946,1030.755123,1.2,78.4,2.3
4,3,100,16,157,36.13907407,21.78,2.465206452,1063.266657,0.9,73.01,6.908
3,3,100,16,156,38.13333333,26,4.448732031,1086.967159,0.9,78.26,7.722
2,4,100,16,165,26.015,30.3,2.417857269,977.7893402,1.1,77.14,6.93
1,3,100,16,254,60.53666667,46.4,1.825808702,972.441749,1,78.96,10.16
2,3,100,16,256,60.49185185,32.1,4.028436954,1065.972876,0.9,82.81,11.52
1,2,100,16,46,10.56,41.6,3.766359471,1095.303971,1.1,79.73,2.576
4,1,100,16,64,20.064,23.32,4.729479411,1096.979605,1.2,71.05,2.752
4,1,100,16,21,6.5835,25.3,1.284290711,993.0123762,1,83.3,0.861
2,2,100,16,133,34.34869565,35.7,2.66857399,1077.484733,0.9,68.67,7.1155
2,2,100,16,111,27.33978261,34.2,1.602218415,1094.974013,1,64.33,4.551
2,2,100,16,196,48.27565217,36,0.969829215,960.2327102,1.1,73.43,7.938
